TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
custody,1,,0.0, 0.0,
custom,308,,0.0, 0.0,
customer,298,,0.0, 0.0,
customer's,4,,0.0, 0.0,
customer;,1,,0.0, 0.0,
customers,154,,0.0, 0.0,
customers',3,,0.0, 0.0,
customers),,1,,0.0, 0.0,
customers,,10,,0.0, 0.0,
customers.,6,,0.0, 0.0,
customers;,1,,0.0, 0.0,
customers?,1,,0.0, 0.0,
customers’,8,,0.0, 0.0,
customer‐centric,2,,0.0, 0.0,
customer‐facing,5,,0.0, 0.0,
customer‐friendly,1,,0.0, 0.0,
customer‐specific,1,,0.0, 0.0,
customer’s,5,,0.0, 0.0,
customizable,2,,0.0, 0.0,
customization,,1,,0.0, 0.0,
customized,4,,0.0, 0.0,
cut,34,,0.0, 0.0,
cutting,3,,0.0, 0.0,
cyber,11,,0.0, 0.0,
cyberattack),1,,0.0, 0.0,
cyberattack‐isnt‐over.html,1,,0.0, 0.0,
cyberevents,1,,0.0, 0.0,
cyberinsecurity?,1,,0.0, 0.0,
cycle,5,,0.0, 0.0,
cycles,,1,,0.0, 0.0,
daily,2,,0.0, 0.0,
daily,,1,,0.0, 0.0,
dashboard”,,1,,0.0, 0.0,
data,157,,0.0, 0.0,
data),2,,0.0, 0.0,
data),,1,,0.0, 0.0,
data,,7,,0.0, 0.0,
data.,3,,0.0, 0.0,
data.1,1,,0.0, 0.0,
data/other,1,,0.0, 0.0,
data?,3,,0.0, 0.0,
databases,1,,0.0, 0.0,
data‐heavy,1,,0.0, 0.0,
data‐sharing,3,,0.0, 0.0,
data”.,1,,0.0, 0.0,
date,11,,0.0, 0.0,
day,13,,0.0, 0.0,
day,,2,,0.0, 0.0,
de,1164,,0.0, 0.0,
deactivate,2,,0.0, 0.0,
deal,12,,0.0, 0.0,
dealing,1,,0.0, 0.0,
deals,1,,0.0, 0.0,
debit,1,,0.0, 0.0,
debt,2,,0.0, 0.0,
debt,,1,,0.0, 0.0,
decade,13,,0.0, 0.0,
decade,,1,,0.0, 0.0,
decades,4,,0.0, 0.0,
decades‐old,2,,0.0, 0.0,
decide,5,,0.0, 0.0,
decided,1,,0.0, 0.0,
decision,14,,0.0, 0.0,
decisions,4,,0.0, 0.0,
decisions,,1,,0.0, 0.0,
decisions.,1,,0.0, 0.0,
decision‐,4,,0.0, 0.0,
decision‐making,3,,0.0, 0.0,
decision‐making),1,,0.0, 0.0,
decline,17,,0.0, 0.0,
decline?,1,,0.0, 0.0,
declined,2,,0.0, 0.0,
declining,7,,0.0, 0.0,
declining.,1,,0.0, 0.0,
decrease,8,,0.0, 0.0,
decrease?,1,,0.0, 0.0,
decreases,4,,0.0, 0.0,
decreasing,2,,0.0, 0.0,
dedicated,1,,0.0, 0.0,
deem,1,,0.0, 0.0,
deep,12,,0.0, 0.0,
deepen,2,,0.0, 0.0,
deeper,3,,0.0, 0.0,
deeply,4,,0.0, 0.0,
default,3,,0.0, 0.0,
defaults,1,,0.0, 0.0,
defections,1,,0.0, 0.0,
defiant,2,,0.0, 0.0,
define,22,,0.0, 0.0,
defined,11,,0.0, 0.0,
defining,4,,0.0, 0.0,
definition,3,,0.0, 0.0,
degree,8,,0.0, 0.0,
degrees,1,,0.0, 0.0,
delay,2,,0.0, 0.0,
delayed,1,,0.0, 0.0,
delineation,1,,0.0, 0.0,
deliver,23,,0.0, 0.0,
delivering,5,,0.0, 0.0,
delivers,1,,0.0, 0.0,
delivery,7,,0.0, 0.0,
demand,30,,0.0, 0.0,
demand/supply,1,,0.0, 0.0,
demanded,1,,0.0, 0.0,
demanding,2,,0.0, 0.0,
demands,2,,0.0, 0.0,
demise.,1,,0.0, 0.0,
demographic,4,,0.0, 0.0,
demographics,2,,0.0, 0.0,
demographics,,1,,0.0, 0.0,
demonetization,4,,0.0, 0.0,
demonetization‐indian‐currency‐has‐led‐increased‐use‐mobile‐wallets,1,,0.0, 0.0,
demonstrate,8,,0.0, 0.0,
demonstrated,2,,0.0, 0.0,
demonstrating,1,,0.0, 0.0,
den,46,,0.0, 0.0,
departments,1,,0.0, 0.0,
depend,16,,0.0, 0.0,
dependent,8,,0.0, 0.0,
depending,2,,0.0, 0.0,
depends,1,,0.0, 0.0,
deploy,11,,0.0, 0.0,
deployed,1,,0.0, 0.0,
deploying,3,,0.0, 0.0,
deposit,12,,0.0, 0.0,
depositories),1,,0.0, 0.0,
deposits,7,,0.0, 0.0,
deposits,,1,,0.0, 0.0,
depression,,1,,0.0, 0.0,
deprioritize,1,,0.0, 0.0,
depth,1,,0.0, 0.0,
der,387,,0.0, 0.0,
deregulation,1,,0.0, 0.0,
derivatives,1,,0.0, 0.0,
derive,4,,0.0, 0.0,
derived,2,,0.0, 0.0,
description,2,,0.0, 0.0,
design,20,,0.0, 0.0,
design,,1,,0.0, 0.0,
designed,3,,0.0, 0.0,
designers,2,,0.0, 0.0,
designers,,1,,0.0, 0.0,
designing,3,,0.0, 0.0,
desirable,1,,0.0, 0.0,
desire,7,,0.0, 0.0,
desperate,1,,0.0, 0.0,
despite,3,,0.0, 0.0,
detailed,3,,0.0, 0.0,
details,1,,0.0, 0.0,
detection,2,,0.0, 0.0,
detector,1,,0.0, 0.0,
deteriorate,,1,,0.0, 0.0,
deteriorating,1,,0.0, 0.0,
determine,2,,0.0, 0.0,
develop,85,,0.0, 0.0,
develop,,1,,0.0, 0.0,
develop.,1,,0.0, 0.0,
developed,15,,0.0, 0.0,
developers,1,,0.0, 0.0,
developing,7,,0.0, 0.0,
development,32,,0.0, 0.0,
development.,1,,0.0, 0.0,
developments,3,,0.0, 0.0,
develops,2,,0.0, 0.0,
device,,1,,0.0, 0.0,
devices,5,,0.0, 0.0,
device’s,1,,0.0, 0.0,
de‐,7,,0.0, 0.0,
de‐emphasizing,1,,0.0, 0.0,
de‐risks,1,,0.0, 0.0,
de‐verticalize,1,,0.0, 0.0,
dialogue,2,,0.0, 0.0,
did,1,,0.0, 0.0,
differ,89,,0.0, 0.0,
differed,1,,0.0, 0.0,
differences,1,,0.0, 0.0,
different,81,,0.0, 0.0,
differentiate,25,,0.0, 0.0,
differentiated,8,,0.0, 0.0,
differentiating,8,,0.0, 0.0,
differentiation,6,,0.0, 0.0,
differentiation,,2,,0.0, 0.0,
differentiator,6,,0.0, 0.0,
differentiator,,1,,0.0, 0.0,
differentiator.,1,,0.0, 0.0,
differentiators,1,,0.0, 0.0,
differently,,1,,0.0, 0.0,
differently.,1,,0.0, 0.0,
differing,1,,0.0, 0.0,
difficult,17,,0.0, 0.0,
difficult.,1,,0.0, 0.0,
difficulty,3,,0.0, 0.0,
digital,82,,0.0, 0.0,
digital,,1,,0.0, 0.0,
digitally,2,,0.0, 0.0,
digital‐first,1,,0.0, 0.0,
digital‐only,2,,0.0, 0.0,
digitization,2,,0.0, 0.0,
diligence,21,,0.0, 0.0,
diligence,,2,,0.0, 0.0,
diminishing,1,,0.0, 0.0,
direct,45,,0.0, 0.0,
directed,1,,0.0, 0.0,
direction,6,,0.0, 0.0,
direction,,2,,0.0, 0.0,
directly,22,,0.0, 0.0,
directly,,1,,0.0, 0.0,
directly.,1,,0.0, 0.0,
disadvantage,4,,0.0, 0.0,
disadvantages,1,,0.0, 0.0,
disaggregation,1,,0.0, 0.0,
disappointing,1,,0.0, 0.0,
disclosure,5,,0.0, 0.0,
disclosures,4,,0.0, 0.0,
disclosures,,2,,0.0, 0.0,
disconnected,3,,0.0, 0.0,
discount,4,,0.0, 0.0,
discounted,1,,0.0, 0.0,
discounts,1,,0.0, 0.0,
discouraged,1,,0.0, 0.0,
discovery,2,,0.0, 0.0,
discuss,7,,0.0, 0.0,
discussion,6,,0.0, 0.0,
discussions,4,,0.0, 0.0,
disillusioned,1,,0.0, 0.0,
disintermediate,2,,0.0, 0.0,
disintermediating,1,,0.0, 0.0,
disparate,2,,0.0, 0.0,
disrupt,25,,0.0, 0.0,
disrupted,4,,0.0, 0.0,
disrupting,4,,0.0, 0.0,
disruption,9,,0.0, 0.0,
disruption,,1,,0.0, 0.0,
disruptive,4,,0.0, 0.0,
dissatisfaction,1,,0.0, 0.0,
distinct,8,,0.0, 0.0,
distinct,,1,,0.0, 0.0,
distinctions,3,,0.0, 0.0,
distinguishing,2,,0.0, 0.0,
distort,1,,0.0, 0.0,
distribute,7,,0.0, 0.0,
distributed,4,,0.0, 0.0,
distribution,50,,0.0, 0.0,
distribution,,2,,0.0, 0.0,
distribution?,1,,0.0, 0.0,
distributor,22,,0.0, 0.0,
distributors,19,,0.0, 0.0,
distributors,,3,,0.0, 0.0,
distributors.,1,,0.0, 0.0,
distributors?,1,,0.0, 0.0,
distributor’s,1,,0.0, 0.0,
disturb,1,,0.0, 0.0,
dive,29,,0.0, 0.0,
diverge,12,,0.0, 0.0,
diverged,1,,0.0, 0.0,
divergent,4,,0.0, 0.0,
diverges,1,,0.0, 0.0,
diverging,9,,0.0, 0.0,
diverse,2,,0.0, 0.0,
diversification,3,,0.0, 0.0,
diversify,1,,0.0, 0.0,
division,1,,0.0, 0.0,
do,148,,0.0, 0.0,
do.,1,,0.0, 0.0,
doctor,1,,0.0, 0.0,
document,1,,0.0, 0.0,
does,12,,0.0, 0.0,
doing,2,,0.0, 0.0,
doing.,1,,0.0, 0.0,
domestic,2,,0.0, 0.0,
dominance,3,,0.0, 0.0,
dominant,11,,0.0, 0.0,
dominate,2,,0.0, 0.0,
dominate‐global‐mobile‐payments/,1,,0.0, 0.0,
dominating,1,,0.0, 0.0,
done,1,,0.0, 0.0,
down,12,,0.0, 0.0,
download,2,,0.0, 0.0,
dramatically,3,,0.0, 0.0,
drastically,1,,0.0, 0.0,
drawing,2,,0.0, 0.0,
drawn,2,,0.0, 0.0,
drawn”.,1,,0.0, 0.0,
draws,1,,0.0, 0.0,
drive,50,,0.0, 0.0,
driven,19,,0.0, 0.0,
driver,8,,0.0, 0.0,
drivers,3,,0.0, 0.0,
drives,5,,0.0, 0.0,
driving,24,,0.0, 0.0,
drove,1,,0.0, 0.0,
duality,2,,0.0, 0.0,
due,43,,0.0, 0.0,
duplicating,1,,0.0, 0.0,
duplication,1,,0.0, 0.0,
during,3,,0.0, 0.0,
duty,1,,0.0, 0.0,
dynamics,2,,0.0, 0.0,
e,23732,,0.0, 0.0,
e.g.,36,,0.0, 0.0,
each,28,,0.0, 0.0,
earlier,1,,0.0, 0.0,
early,15,,0.0, 0.0,
early‐,8,,0.0, 0.0,
early‐stage,6,,0.0, 0.0,
early‐stage/seed,1,,0.0, 0.0,
earn,9,,0.0, 0.0,
earning,5,,0.0, 0.0,
easier,3,,0.0, 0.0,
easily,7,,0.0, 0.0,
easy,7,,0.0, 0.0,
economic,14,,0.0, 0.0,
economical,2,,0.0, 0.0,
economics,10,,0.0, 0.0,
economics?,1,,0.0, 0.0,
economies,8,,0.0, 0.0,
economies,,1,,0.0, 0.0,
economy,12,,0.0, 0.0,
economy,,2,,0.0, 0.0,
economy6,1,,0.0, 0.0,
economy”.,1,,0.0, 0.0,
ecosystem,62,,0.0, 0.0,
ecosystem,,7,,0.0, 0.0,
ecosystem.,1,,0.0, 0.0,
ecosystem?,1,,0.0, 0.0,
ecosystems,21,,0.0, 0.0,
ecosystems,,3,,0.0, 0.0,
ecosystems”,1,,0.0, 0.0,
edge,14,,0.0, 0.0,
educate,1,,0.0, 0.0,
education,6,,0.0, 0.0,
educational,1,,0.0, 0.0,
effect,22,,0.0, 0.0,
effect,,1,,0.0, 0.0,
effective,14,,0.0, 0.0,
effective,,1,,0.0, 0.0,
effectively,6,,0.0, 0.0,
effectiveness,2,,0.0, 0.0,
effects,1,,0.0, 0.0,
effect”,1,,0.0, 0.0,
efficiencies,3,,0.0, 0.0,
efficiencies,,1,,0.0, 0.0,
efficiency,6,,0.0, 0.0,
efficiency,,2,,0.0, 0.0,
efficiency.,1,,0.0, 0.0,
efficient,6,,0.0, 0.0,
efficient,,2,,0.0, 0.0,
efficiently,1,,0.0, 0.0,
effort,15,,0.0, 0.0,
efforts,12,,0.0, 0.0,
efforts,,1,,0.0, 0.0,
eggs”,1,,0.0, 0.0,
eight,3,,0.0, 0.0,
either,10,,0.0, 0.0,
electrification,1,,0.0, 0.0,
electronic,12,,0.0, 0.0,
electronic‐trading‐lock‐out,1,,0.0, 0.0,
electronification,8,,0.0, 0.0,
electronification,,3,,0.0, 0.0,
electronified,,1,,0.0, 0.0,
electronified?,1,,0.0, 0.0,
elevate,1,,0.0, 0.0,
eliminating,1,,0.0, 0.0,
elimination,1,,0.0, 0.0,
elsewhere,,1,,0.0, 0.0,
elusive,2,,0.0, 0.0,
embed,3,,0.0, 0.0,
embrace,9,,0.0, 0.0,
embraced,1,,0.0, 0.0,
embraces,1,,0.0, 0.0,
embracing,2,,0.0, 0.0,
emerge,18,,0.0, 0.0,
emerged,9,,0.0, 0.0,
emerged:,7,,0.0, 0.0,
emergence,3,,0.0, 0.0,
emerging,39,,0.0, 0.0,
emerging,,1,,0.0, 0.0,
emerging‐market,1,,0.0, 0.0,
emotional,1,,0.0, 0.0,
emphasize,1,,0.0, 0.0,
emphasizing,3,,0.0, 0.0,
employ,12,,0.0, 0.0,
employee,7,,0.0, 0.0,
employees,6,,0.0, 0.0,
employees.,1,,0.0, 0.0,
employers,1,,0.0, 0.0,
empower,4,,0.0, 0.0,
empowers,3,,0.0, 0.0,
empowers‐new‐customers‐with‐the‐wow‐factor‐300463961.html,1,,0.0, 0.0,
en,2302,,0.0, 0.0,
enable,20,,0.0, 0.0,
enabled,9,,0.0, 0.0,
enables,2,,0.0, 0.0,
enabling,8,,0.0, 0.0,
enacted,1,,0.0, 0.0,
encourage,4,,0.0, 0.0,
encourages,1,,0.0, 0.0,
encouraging,3,,0.0, 0.0,
encroach,1,,0.0, 0.0,
end,253,,0.0, 0.0,
ends,15,,0.0, 0.0,
enforce,5,,0.0, 0.0,
enforced,1,,0.0, 0.0,
enforcement,2,,0.0, 0.0,
engage,21,,0.0, 0.0,
engaged,1,,0.0, 0.0,
engagement,13,,0.0, 0.0,
engagement,,1,,0.0, 0.0,
engages,1,,0.0, 0.0,
engaging,2,,0.0, 0.0,
enhance,5,,0.0, 0.0,
enhanced,3,,0.0, 0.0,
enjoy,1,,0.0, 0.0,
enormous,2,,0.0, 0.0,
enough,3,,0.0, 0.0,
enriched,3,,0.0, 0.0,
enriching,1,,0.0, 0.0,
enrichment,,1,,0.0, 0.0,
ensure,10,,0.0, 0.0,
ensures,1,,0.0, 0.0,
ensuring,3,,0.0, 0.0,
enter,18,,0.0, 0.0,
entered,1,,0.0, 0.0,
entering,2,,0.0, 0.0,
enterprises,2,,0.0, 0.0,
enthusiast,1,,0.0, 0.0,
entire,7,,0.0, 0.0,
entirely,3,,0.0, 0.0,
entities,4,,0.0, 0.0,
entities,,1,,0.0, 0.0,
entities.,2,,0.0, 0.0,
entity,10,,0.0, 0.0,
entrant,28,,0.0, 0.0,
entrants,26,,0.0, 0.0,
entrants),1,,0.0, 0.0,
entrants,,3,,0.0, 0.0,
entrants.,1,,0.0, 0.0,
entrants’,1,,0.0, 0.0,
entrenched,2,,0.0, 0.0,
entrepreneurs,7,,0.0, 0.0,
entrepreneurs,,1,,0.0, 0.0,
entrepreneurship,2,,0.0, 0.0,
entry,14,,0.0, 0.0,
enveloped,1,,0.0, 0.0,
environment,25,,0.0, 0.0,
environment,,2,,0.0, 0.0,
environment?,2,,0.0, 0.0,
environments,6,,0.0, 0.0,
environments.,1,,0.0, 0.0,
equally,1,,0.0, 0.0,
equipment,1,,0.0, 0.0,
equity,42,,0.0, 0.0,
equity,,1,,0.0, 0.0,
equity?,2,,0.0, 0.0,
equivalence,,1,,0.0, 0.0,
era,173,,0.0, 0.0,
erode,8,,0.0, 0.0,
erode,,1,,0.0, 0.0,
erodes,2,,0.0, 0.0,
erodes,,1,,0.0, 0.0,
erosion,1,,0.0, 0.0,
error,3,,0.0, 0.0,
errors,2,,0.0, 0.0,
errors.3,1,,0.0, 0.0,
especially,24,,0.0, 0.0,
establish,17,,0.0, 0.0,
established,11,,0.0, 0.0,
establishing,3,,0.0, 0.0,
et,923,,0.0, 0.0,
etc.),2,,0.0, 0.0,
ethically,1,,0.0, 0.0,
etrading,1,,0.0, 0.0,
even,67,,0.0, 0.0,
events,5,,0.0, 0.0,
eventual,2,,0.0, 0.0,
eventually,1,,0.0, 0.0,
event‐driven,1,,0.0, 0.0,
event”.,1,,0.0, 0.0,
ever,76,,0.0, 0.0,
ever,,31,,0.0, 0.0,
every,2,,0.0, 0.0,
evidence,2,,0.0, 0.0,
evolution,15,,0.0, 0.0,
evolutionary,9,,0.0, 0.0,
evolutions,1,,0.0, 0.0,
evolve,23,,0.0, 0.0,
evolve,,2,,0.0, 0.0,
evolve?,3,,0.0, 0.0,
evolved,7,,0.0, 0.0,
evolves,2,,0.0, 0.0,
evolving,4,,0.0, 0.0,
exact,2,,0.0, 0.0,
examines,7,,0.0, 0.0,
example,3,,0.0, 0.0,
example).,1,,0.0, 0.0,
examples,1,,0.0, 0.0,
exceeded,3,,0.0, 0.0,
excellence,1,,0.0, 0.0,
except,1,,0.0, 0.0,
excess,3,,0.0, 0.0,
excessive,1,,0.0, 0.0,
exchange,11,,0.0, 0.0,
exchange,,1,,0.0, 0.0,
exchanges,3,,0.0, 0.0,
exchange‐traded,1,,0.0, 0.0,
exclusive,2,,0.0, 0.0,
executed,1,,0.0, 0.0,
execution,12,,0.0, 0.0,
execution",1,,0.0, 0.0,
execution”,1,,0.0, 0.0,
executive,3,,0.0, 0.0,
executives,2,,0.0, 0.0,
executives,,1,,0.0, 0.0,
exhibit,2,,0.0, 0.0,
exist,37,,0.0, 0.0,
exist,,1,,0.0, 0.0,
existence,1,,0.0, 0.0,
existing,22,,0.0, 0.0,
exists,3,,0.0, 0.0,
exit,10,,0.0, 0.0,
exit;,1,,0.0, 0.0,
exits,2,,0.0, 0.0,
exits?,1,,0.0, 0.0,
expand,25,,0.0, 0.0,
expanded,6,,0.0, 0.0,
expanding,5,,0.0, 0.0,
expands,2,,0.0, 0.0,
expansion,5,,0.0, 0.0,
expect,29,,0.0, 0.0,
expectation,13,,0.0, 0.0,
expectations,12,,0.0, 0.0,
expectations,,1,,0.0, 0.0,
expectations.,1,,0.0, 0.0,
expected,7,,0.0, 0.0,
expected,,3,,0.0, 0.0,
expenditures,1,,0.0, 0.0,
expense,3,,0.0, 0.0,
expenses,1,,0.0, 0.0,
expensive,3,,0.0, 0.0,
expensive.,1,,0.0, 0.0,
experience,45,,0.0, 0.0,
experience.,4,,0.0, 0.0,
experience:,2,,0.0, 0.0,
experience;,4,,0.0, 0.0,
experiences,14,,0.0, 0.0,
experiences,,3,,0.0, 0.0,
experiencing,3,,0.0, 0.0,
expertise,9,,0.0, 0.0,
expertise),1,,0.0, 0.0,
expertise.,1,,0.0, 0.0,
experts,8,,0.0, 0.0,
experts,,1,,0.0, 0.0,
expert‐backed,1,,0.0, 0.0,
explained”.,1,,0.0, 0.0,
exploration,2,,0.0, 0.0,
explore,5,,0.0, 0.0,
explored,1,,0.0, 0.0,
exploring,3,,0.0, 0.0,
explosion,1,,0.0, 0.0,
exposes,1,,0.0, 0.0,
exposure,2,,0.0, 0.0,
exposure‐specific,1,,0.0, 0.0,
express,7,,0.0, 0.0,
expresses,2,,0.0, 0.0,
extend,4,,0.0, 0.0,
extends,1,,0.0, 0.0,
extensive,2,,0.0, 0.0,
extent,1,,0.0, 0.0,
external,29,,0.0, 0.0,
externalization,9,,0.0, 0.0,
externalize,7,,0.0, 0.0,
externalized,6,,0.0, 0.0,
externalized,,1,,0.0, 0.0,
externalized?,1,,0.0, 0.0,
externalizing,1,,0.0, 0.0,
extinct,1,,0.0, 0.0,
extract,1,,0.0, 0.0,
extreme,1,,0.0, 0.0,
e‐,143,,0.0, 0.0,
e‐commerce,,1,,0.0, 0.0,
face,32,,0.0, 0.0,
faced,2,,0.0, 0.0,
facilitate,2,,0.0, 0.0,
facilitates,1,,0.0, 0.0,
facilities,1,,0.0, 0.0,
facing,8,,0.0, 0.0,
factor,10,,0.0, 0.0,
factors,4,,0.0, 0.0,
fail,20,,0.0, 0.0,
failed,7,,0.0, 0.0,
failing,1,,0.0, 0.0,
failure,5,,0.0, 0.0,
failure,,1,,0.0, 0.0,
failure”,1,,0.0, 0.0,
fall,,1,,0.0, 0.0,
falling,3,,0.0, 0.0,
falls,1,,0.0, 0.0,
familiarity,1,,0.0, 0.0,
familiarized,1,,0.0, 0.0,
far,11,,0.0, 0.0,
fare,1,,0.0, 0.0,
far‐reaching,2,,0.0, 0.0,
fast,14,,0.0, 0.0,
faster,11,,0.0, 0.0,
fastest,2,,0.0, 0.0,
fastest‐growing,1,,0.0, 0.0,
favour,5,,0.0, 0.0,
favourable,1,,0.0, 0.0,
features,5,,0.0, 0.0,
features,,2,,0.0, 0.0,
features.,1,,0.0, 0.0,
feed,5,,0.0, 0.0,
feedback,3,,0.0, 0.0,
feedback,,1,,0.0, 0.0,
feel,1,,0.0, 0.0,
fees,26,,0.0, 0.0,
fees,,4,,0.0, 0.0,
fees.7,1,,0.0, 0.0,
fees6,1,,0.0, 0.0,
fees‐explained,1,,0.0, 0.0,
fell,1,,0.0, 0.0,
few,14,,0.0, 0.0,
fewer,10,,0.0, 0.0,
fiduciary,4,,0.0, 0.0,
fiduciary,,1,,0.0, 0.0,
field,6,,0.0, 0.0,
field,,2,,0.0, 0.0,
fight,2,,0.0, 0.0,
figure,1,,0.0, 0.0,
filed,1,,0.0, 0.0,
fill,4,,0.0, 0.0,
filling,2,,0.0, 0.0,
final,2,,0.0, 0.0,
finance,,1,,0.0, 0.0,
financial,182,,0.0, 0.0,
financial),1,,0.0, 0.0,
financial,,1,,0.0, 0.0,
financing,3,,0.0, 0.0,
find,38,,0.0, 0.0,
finding,21,,0.0, 0.0,
finding,,1,,0.0, 0.0,
findings,17,,0.0, 0.0,
findings,,8,,0.0, 0.0,
fintech,66,,0.0, 0.0,
fintechs,44,,0.0, 0.0,
fintechs,,1,,0.0, 0.0,
fintechs’,2,,0.0, 0.0,
fintech‐driven,1,,0.0, 0.0,
fintech‐enabled,1,,0.0, 0.0,
firm,109,,0.0, 0.0,
firm,,1,,0.0, 0.0,
firms,103,,0.0, 0.0,
firms),1,,0.0, 0.0,
firms,,5,,0.0, 0.0,
firms.,2,,0.0, 0.0,
firms:,1,,0.0, 0.0,
firms?,1,,0.0, 0.0,
first,25,,0.0, 0.0,
fit,119,,0.0, 0.0,
fits,28,,0.0, 0.0,
five,10,,0.0, 0.0,
fixed,8,,0.0, 0.0,
fixed‐income,3,,0.0, 0.0,
fixed‐term,1,,0.0, 0.0,
fixed‐time,1,,0.0, 0.0,
flatlined,1,,0.0, 0.0,
flat‐fee,1,,0.0, 0.0,
flexibility,5,,0.0, 0.0,
flexible,9,,0.0, 0.0,
flexible,,2,,0.0, 0.0,
flight).,1,,0.0, 0.0,
flight,,1,,0.0, 0.0,
flock,2,,0.0, 0.0,
flourish,2,,0.0, 0.0,
flow,19,,0.0, 0.0,
flowing,1,,0.0, 0.0,
flows,11,,0.0, 0.0,
focus,67,,0.0, 0.0,
focused,25,,0.0, 0.0,
focuses,1,,0.0, 0.0,
focusing,5,,0.0, 0.0,
follow,28,,0.0, 0.0,
following,23,,0.0, 0.0,
footprint,,1,,0.0, 0.0,
for,958,,0.0, 0.0,
for,,1,,0.0, 0.0,
forbid,2,,0.0, 0.0,
force,44,,0.0, 0.0,
forced,6,,0.0, 0.0,
forces,18,,0.0, 0.0,
forces,,2,,0.0, 0.0,
forcing,8,,0.0, 0.0,
foreign,1,,0.0, 0.0,
forge,2,,0.0, 0.0,
forgoing,1,,0.0, 0.0,
form,350,,0.0, 0.0,
formation,29,,0.0, 0.0,
formed,2,,0.0, 0.0,
former,1,,0.0, 0.0,
forming,4,,0.0, 0.0,
forms,175,,0.0, 0.0,
formulas,1,,0.0, 0.0,
forward,11,,0.0, 0.0,
forward,,2,,0.0, 0.0,
forward‐looking,1,,0.0, 0.0,
foster,2,,0.0, 0.0,
found,7,,0.0, 0.0,
foundation,3,,0.0, 0.0,
foundations,1,,0.0, 0.0,
four,7,,0.0, 0.0,
fourth,2,,0.0, 0.0,
fragment,13,,0.0, 0.0,
fragmentation,4,,0.0, 0.0,
fragmented,7,,0.0, 0.0,
fragmenting,1,,0.0, 0.0,
framework,3,,0.0, 0.0,
frameworks,2,,0.0, 0.0,
fraud,2,,0.0, 0.0,
fray,1,,0.0, 0.0,
free,12,,0.0, 0.0,
freed,2,,0.0, 0.0,
freed‐up,1,,0.0, 0.0,
frees,1,,0.0, 0.0,
freezes,1,,0.0, 0.0,
frequency,1,,0.0, 0.0,
frequent,2,,0.0, 0.0,
frequently,1,,0.0, 0.0,
frictionless,3,,0.0, 0.0,
friendly,2,,0.0, 0.0,
from,270,,0.0, 0.0,
from,,1,,0.0, 0.0,
from:,4,,0.0, 0.0,
front,11,,0.0, 0.0,
front,,2,,0.0, 0.0,
front‐end,1,,0.0, 0.0,
frozen,1,,0.0, 0.0,
fulfill,1,,0.0, 0.0,
full,19,,0.0, 0.0,
fully,15,,0.0, 0.0,
full‐service,1,,0.0, 0.0,
function,,1,,0.0, 0.0,
functionalities,1,,0.0, 0.0,
functionality,4,,0.0, 0.0,
functions,14,,0.0, 0.0,
fund,162,,0.0, 0.0,
fundamental,8,,0.0, 0.0,
fundamentally,5,,0.0, 0.0,
funded,6,,0.0, 0.0,
funding,125,,0.0, 0.0,
funding,,2,,0.0, 0.0,
funding.,3,,0.0, 0.0,
funding.10,1,,0.0, 0.0,
fundraising,5,,0.0, 0.0,
fundraising.,1,,0.0, 0.0,
funds,13,,0.0, 0.0,
funds,,2,,0.0, 0.0,
further,16,,0.0, 0.0,
future,50,,0.0, 0.0,
future,,2,,0.0, 0.0,
future.,1,,0.0, 0.0,
future?,3,,0.0, 0.0,
futures,3,,0.0, 0.0,
gain,39,,0.0, 0.0,
gaining,3,,0.0, 0.0,
game,1,,0.0, 0.0,
gap,9,,0.0, 0.0,
gap,,1,,0.0, 0.0,
gaps,2,,0.0, 0.0,
gaps?,1,,0.0, 0.0,
garner,1,,0.0, 0.0,
gauge,1,,0.0, 0.0,
general,3,,0.0, 0.0,
generally,2,,0.0, 0.0,
generate,4,,0.0, 0.0,
generation,3,,0.0, 0.0,
generous,1,,0.0, 0.0,
geographically,1,,0.0, 0.0,
geographies,4,,0.0, 0.0,
geography,2,,0.0, 0.0,
geography),,1,,0.0, 0.0,
geopolitical,1,,0.0, 0.0,
geo‐location,1,,0.0, 0.0,
get,35,,0.0, 0.0,
gets,4,,0.0, 0.0,
getting,1,,0.0, 0.0,
giancarlo.bruno@weforum.org,1,,0.0, 0.0,
giant,4,,0.0, 0.0,
giants,2,,0.0, 0.0,
gig,2,,0.0, 0.0,
gig‐economy,1,,0.0, 0.0,
give,7,,0.0, 0.0,
given,1,,0.0, 0.0,
gives,1,,0.0, 0.0,
giving,2,,0.0, 0.0,
global,29,,0.0, 0.0,
globalization,2,,0.0, 0.0,
globally,1,,0.0, 0.0,
globe,2,,0.0, 0.0,
go,57,,0.0, 0.0,
go?,1,,0.0, 0.0,
goal,2,,0.0, 0.0,
goal‐based,1,,0.0, 0.0,
goes,2,,0.0, 0.0,
going,8,,0.0, 0.0,
good,4,,0.0, 0.0,
government,7,,0.0, 0.0,
governments,4,,0.0, 0.0,
gradual,4,,0.0, 0.0,
gradually,2,,0.0, 0.0,
grants,2,,0.0, 0.0,
granular,3,,0.0, 0.0,
grapples,1,,0.0, 0.0,
grateful,1,,0.0, 0.0,
gratitude,6,,0.0, 0.0,
greater,7,,0.0, 0.0,
greatly,12,,0.0, 0.0,
grew,2,,0.0, 0.0,
